COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Morocco,2008,37,ILI CASES,0TO4,,,Positive,,1.00
Morocco,2008,37,ILI CASES,0TO4,,,Negative,,123.00
Morocco,2008,37,ILI CASES,0TO4,,,TOTAL,,124.00
Morocco,2008,37,ILI CASES,0TO4,,,,,
Morocco,2008,37,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,37,ILI CASES,5TO14,,,Negative,,111.00
Morocco,2008,37,ILI CASES,5TO14,,,TOTAL,,111.00
Morocco,2008,37,ILI CASES,5TO14,,,,,
Morocco,2008,37,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,37,ILI CASES,15TO24,,,Negative,,156.00
Morocco,2008,37,ILI CASES,15TO24,,,TOTAL,,156.00
Morocco,2008,37,ILI CASES,25TO59,,,Positive,,0.00
Morocco,2008,37,ILI CASES,25TO59,,,Negative,,217.00
Morocco,2008,37,ILI CASES,25TO59,,,TOTAL,,217.00
Morocco,2008,37,ILI CASES,60TO,,,Positive,,0.00
Morocco,2008,37,ILI CASES,60TO,,,Negative,,57.00
Morocco,2008,37,ILI CASES,60TO,,,TOTAL,,57.00
Morocco,2008,37,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,37,ILI CASES,UNKNOWN,,,,,
Morocco,2008,37,ILI CASES,ALL,,,,,665.00
Morocco,2008,37,ILI CASES,ALL,,,,,
Morocco,2008,37,ILI OUTPATIENTS,ALL,,,,,125501.00
Morocco,2008,37,ARI OUTPATIENTS,ALL,,,,,11258.00
Morocco,2008,38,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,38,ILI CASES,0TO4,,,Negative,,113.00
Morocco,2008,38,ILI CASES,0TO4,,,TOTAL,,113.00
Morocco,2008,38,ILI CASES,0TO4,,,,,
Morocco,2008,38,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,38,ILI CASES,5TO14,,,Negative,,105.00
Morocco,2008,38,ILI CASES,5TO14,,,TOTAL,,105.00
Morocco,2008,38,ILI CASES,5TO14,,,,,
Morocco,2008,38,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,38,ILI CASES,15TO24,,,Negative,,185.00
Morocco,2008,38,ILI CASES,15TO24,,,TOTAL,,185.00
Morocco,2008,38,ILI CASES,25TO59,,,Positive,,0.00
Morocco,2008,38,ILI CASES,25TO59,,,Negative,,278.00
Morocco,2008,38,ILI CASES,25TO59,,,TOTAL,,278.00
Morocco,2008,38,ILI CASES,60TO,,,Positive,,1.00
Morocco,2008,38,ILI CASES,60TO,,,Negative,,74.00
Morocco,2008,38,ILI CASES,60TO,,,TOTAL,,75.00
Morocco,2008,38,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,38,ILI CASES,UNKNOWN,,,,,
Morocco,2008,38,ILI CASES,ALL,,,,,756.00
Morocco,2008,38,ILI CASES,ALL,,,,,
Morocco,2008,38,ILI OUTPATIENTS,ALL,,,,,121424.00
Morocco,2008,38,ARI OUTPATIENTS,ALL,,,,,11052.00
Morocco,2008,39,ILI CASES,0TO4,,,Positive,,1.00
Morocco,2008,39,ILI CASES,0TO4,,,Negative,,176.00
Morocco,2008,39,ILI CASES,0TO4,,,TOTAL,,177.00
Morocco,2008,39,ILI CASES,0TO4,,,,,
Morocco,2008,39,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,39,ILI CASES,5TO14,,,Negative,,153.00
Morocco,2008,39,ILI CASES,5TO14,,,TOTAL,,153.00
Morocco,2008,39,ILI CASES,5TO14,,,,,
Morocco,2008,39,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,39,ILI CASES,15TO24,,,Negative,,229.00
Morocco,2008,39,ILI CASES,15TO24,,,TOTAL,,229.00
Morocco,2008,39,ILI CASES,25TO59,,,Positive,,0.00
Morocco,2008,39,ILI CASES,25TO59,,,Negative,,317.00
Morocco,2008,39,ILI CASES,25TO59,,,TOTAL,,317.00
Morocco,2008,39,ILI CASES,60TO,,,Positive,,3.00
Morocco,2008,39,ILI CASES,60TO,,,Negative,,64.00
Morocco,2008,39,ILI CASES,60TO,,,TOTAL,,67.00
Morocco,2008,39,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,39,ILI CASES,UNKNOWN,,,,,
Morocco,2008,39,ILI CASES,ALL,,,,,943.00
Morocco,2008,39,ILI CASES,ALL,,,,,
Morocco,2008,39,ILI OUTPATIENTS,ALL,,,,,118643.00
Morocco,2008,39,ARI OUTPATIENTS,ALL,,,,,13363.00
Morocco,2008,40,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,40,ILI CASES,0TO4,,,Negative,,116.00
Morocco,2008,40,ILI CASES,0TO4,,,TOTAL,,116.00
Morocco,2008,40,ILI CASES,0TO4,,,,,
Morocco,2008,40,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,40,ILI CASES,5TO14,,,Negative,,130.00
Morocco,2008,40,ILI CASES,5TO14,,,TOTAL,,130.00
Morocco,2008,40,ILI CASES,5TO14,,,,,
Morocco,2008,40,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,40,ILI CASES,15TO24,,,Negative,,193.00
Morocco,2008,40,ILI CASES,15TO24,,,TOTAL,,193.00
Morocco,2008,40,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2008,40,ILI CASES,25TO59,,,Negative,,252.00
Morocco,2008,40,ILI CASES,25TO59,,,TOTAL,,253.00
Morocco,2008,40,ILI CASES,60TO,,,Positive,,0.00
Morocco,2008,40,ILI CASES,60TO,,,Negative,,61.00
Morocco,2008,40,ILI CASES,60TO,,,TOTAL,,61.00
Morocco,2008,40,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,40,ILI CASES,UNKNOWN,,,,,
Morocco,2008,40,ILI CASES,ALL,,,,,753.00
Morocco,2008,40,ILI CASES,ALL,,,,,
Morocco,2008,40,ILI OUTPATIENTS,ALL,,,,,81110.00
Morocco,2008,40,ARI OUTPATIENTS,ALL,,,,,8621.00
Morocco,2008,41,ILI CASES,0TO4,,,Positive,,5.00
Morocco,2008,41,ILI CASES,0TO4,,,Negative,,228.00
Morocco,2008,41,ILI CASES,0TO4,,,TOTAL,,233.00
Morocco,2008,41,ILI CASES,0TO4,,,,,
Morocco,2008,41,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,41,ILI CASES,5TO14,,,Negative,,229.00
Morocco,2008,41,ILI CASES,5TO14,,,TOTAL,,229.00
Morocco,2008,41,ILI CASES,5TO14,,,,,
Morocco,2008,41,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,41,ILI CASES,15TO24,,,Negative,,331.00
Morocco,2008,41,ILI CASES,15TO24,,,TOTAL,,331.00
Morocco,2008,41,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2008,41,ILI CASES,25TO59,,,Negative,,497.00
Morocco,2008,41,ILI CASES,25TO59,,,TOTAL,,498.00
Morocco,2008,41,ILI CASES,60TO,,,Positive,,1.00
Morocco,2008,41,ILI CASES,60TO,,,Negative,,138.00
Morocco,2008,41,ILI CASES,60TO,,,TOTAL,,139.00
Morocco,2008,41,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,41,ILI CASES,UNKNOWN,,,,,
Morocco,2008,41,ILI CASES,ALL,,,,,1430.00
Morocco,2008,41,ILI CASES,ALL,,,,,
Morocco,2008,41,ILI OUTPATIENTS,ALL,,,,,136306.00
Morocco,2008,41,ARI OUTPATIENTS,ALL,,,,,14502.00
Morocco,2008,42,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,42,ILI CASES,0TO4,,,Negative,,261.00
Morocco,2008,42,ILI CASES,0TO4,,,TOTAL,,261.00
Morocco,2008,42,ILI CASES,0TO4,,,,,
Morocco,2008,42,ILI CASES,5TO14,,,Positive,,4.00
Morocco,2008,42,ILI CASES,5TO14,,,Negative,,291.00
Morocco,2008,42,ILI CASES,5TO14,,,TOTAL,,295.00
Morocco,2008,42,ILI CASES,5TO14,,,,,
Morocco,2008,42,ILI CASES,15TO24,,,Positive,,4.00
Morocco,2008,42,ILI CASES,15TO24,,,Negative,,443.00
Morocco,2008,42,ILI CASES,15TO24,,,TOTAL,,447.00
Morocco,2008,42,ILI CASES,25TO59,,,Positive,,8.00
Morocco,2008,42,ILI CASES,25TO59,,,Negative,,513.00
Morocco,2008,42,ILI CASES,25TO59,,,TOTAL,,521.00
Morocco,2008,42,ILI CASES,60TO,,,Positive,,5.00
Morocco,2008,42,ILI CASES,60TO,,,Negative,,136.00
Morocco,2008,42,ILI CASES,60TO,,,TOTAL,,141.00
Morocco,2008,42,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,42,ILI CASES,UNKNOWN,,,,,
Morocco,2008,42,ILI CASES,ALL,,,,,1665.00
Morocco,2008,42,ILI CASES,ALL,,,,,
Morocco,2008,42,ILI OUTPATIENTS,ALL,,,,,139719.00
Morocco,2008,42,ARI OUTPATIENTS,ALL,,,,,16165.00
Morocco,2008,43,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,43,ILI CASES,0TO4,,,Negative,,260.00
Morocco,2008,43,ILI CASES,0TO4,,,TOTAL,,260.00
Morocco,2008,43,ILI CASES,0TO4,,,,,
Morocco,2008,43,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,43,ILI CASES,5TO14,,,Negative,,285.00
Morocco,2008,43,ILI CASES,5TO14,,,TOTAL,,285.00
Morocco,2008,43,ILI CASES,5TO14,,,,,
Morocco,2008,43,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,43,ILI CASES,15TO24,,,Negative,,450.00
Morocco,2008,43,ILI CASES,15TO24,,,TOTAL,,450.00
Morocco,2008,43,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2008,43,ILI CASES,25TO59,,,Negative,,539.00
Morocco,2008,43,ILI CASES,25TO59,,,TOTAL,,540.00
Morocco,2008,43,ILI CASES,60TO,,,Positive,,1.00
Morocco,2008,43,ILI CASES,60TO,,,Negative,,175.00
Morocco,2008,43,ILI CASES,60TO,,,TOTAL,,176.00
Morocco,2008,43,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,43,ILI CASES,UNKNOWN,,,,,
Morocco,2008,43,ILI CASES,ALL,,,,,1711.00
Morocco,2008,43,ILI CASES,ALL,,,,,
Morocco,2008,43,ILI OUTPATIENTS,ALL,,,,,133599.00
Morocco,2008,43,ARI OUTPATIENTS,ALL,,,,,16130.00
Morocco,2008,44,ILI CASES,0TO4,,,Positive,,3.00
Morocco,2008,44,ILI CASES,0TO4,,,Negative,,298.00
Morocco,2008,44,ILI CASES,0TO4,,,TOTAL,,301.00
Morocco,2008,44,ILI CASES,0TO4,,,,,
Morocco,2008,44,ILI CASES,5TO14,,,Positive,,3.00
Morocco,2008,44,ILI CASES,5TO14,,,Negative,,311.00
Morocco,2008,44,ILI CASES,5TO14,,,TOTAL,,314.00
Morocco,2008,44,ILI CASES,5TO14,,,,,
Morocco,2008,44,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,44,ILI CASES,15TO24,,,Negative,,513.00
Morocco,2008,44,ILI CASES,15TO24,,,TOTAL,,513.00
Morocco,2008,44,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2008,44,ILI CASES,25TO59,,,Negative,,567.00
Morocco,2008,44,ILI CASES,25TO59,,,TOTAL,,568.00
Morocco,2008,44,ILI CASES,60TO,,,Positive,,3.00
Morocco,2008,44,ILI CASES,60TO,,,Negative,,134.00
Morocco,2008,44,ILI CASES,60TO,,,TOTAL,,137.00
Morocco,2008,44,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,44,ILI CASES,UNKNOWN,,,,,
Morocco,2008,44,ILI CASES,ALL,,,,,1833.00
Morocco,2008,44,ILI CASES,ALL,,,,,
Morocco,2008,44,ILI OUTPATIENTS,ALL,,,,,133948.00
Morocco,2008,44,ARI OUTPATIENTS,ALL,,,,,16589.00
Morocco,2008,45,ILI CASES,0TO4,,,Positive,,1.00
Morocco,2008,45,ILI CASES,0TO4,,,Negative,,260.00
Morocco,2008,45,ILI CASES,0TO4,,,TOTAL,,261.00
Morocco,2008,45,ILI CASES,0TO4,,,,,
Morocco,2008,45,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,45,ILI CASES,5TO14,,,Negative,,339.00
Morocco,2008,45,ILI CASES,5TO14,,,TOTAL,,339.00
Morocco,2008,45,ILI CASES,5TO14,,,,,
Morocco,2008,45,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,45,ILI CASES,15TO24,,,Negative,,435.00
Morocco,2008,45,ILI CASES,15TO24,,,TOTAL,,435.00
Morocco,2008,45,ILI CASES,25TO59,,,Positive,,0.00
Morocco,2008,45,ILI CASES,25TO59,,,Negative,,526.00
Morocco,2008,45,ILI CASES,25TO59,,,TOTAL,,526.00
Morocco,2008,45,ILI CASES,60TO,,,Positive,,0.00
Morocco,2008,45,ILI CASES,60TO,,,Negative,,123.00
Morocco,2008,45,ILI CASES,60TO,,,TOTAL,,123.00
Morocco,2008,45,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,45,ILI CASES,UNKNOWN,,,,,
Morocco,2008,45,ILI CASES,ALL,,,,,1684.00
Morocco,2008,45,ILI CASES,ALL,,,,,
Morocco,2008,45,ILI OUTPATIENTS,ALL,,,,,116297.00
Morocco,2008,45,ARI OUTPATIENTS,ALL,,,,,14998.00
Morocco,2008,46,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,46,ILI CASES,0TO4,,,Negative,,312.00
Morocco,2008,46,ILI CASES,0TO4,,,TOTAL,,312.00
Morocco,2008,46,ILI CASES,0TO4,,,,,
Morocco,2008,46,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,46,ILI CASES,5TO14,,,Negative,,307.00
Morocco,2008,46,ILI CASES,5TO14,,,TOTAL,,307.00
Morocco,2008,46,ILI CASES,5TO14,,,,,
Morocco,2008,46,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,46,ILI CASES,15TO24,,,Negative,,392.00
Morocco,2008,46,ILI CASES,15TO24,,,TOTAL,,392.00
Morocco,2008,46,ILI CASES,25TO59,,,Positive,,2.00
Morocco,2008,46,ILI CASES,25TO59,,,Negative,,590.00
Morocco,2008,46,ILI CASES,25TO59,,,TOTAL,,592.00
Morocco,2008,46,ILI CASES,60TO,,,Positive,,0.00
Morocco,2008,46,ILI CASES,60TO,,,Negative,,130.00
Morocco,2008,46,ILI CASES,60TO,,,TOTAL,,130.00
Morocco,2008,46,ILI CASES,UNKNOWN,,,,,2.00
Morocco,2008,46,ILI CASES,UNKNOWN,,,,,
Morocco,2008,46,ILI CASES,ALL,,,,,1735.00
Morocco,2008,46,ILI CASES,ALL,,,,,
Morocco,2008,46,ILI OUTPATIENTS,ALL,,,,,133062.00
Morocco,2008,46,ARI OUTPATIENTS,ALL,,,,,17102.00
Morocco,2008,47,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,47,ILI CASES,0TO4,,,Negative,,328.00
Morocco,2008,47,ILI CASES,0TO4,,,TOTAL,,328.00
Morocco,2008,47,ILI CASES,0TO4,,,,,
Morocco,2008,47,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,47,ILI CASES,5TO14,,,Negative,,293.00
Morocco,2008,47,ILI CASES,5TO14,,,TOTAL,,293.00
Morocco,2008,47,ILI CASES,5TO14,,,,,
Morocco,2008,47,ILI CASES,15TO24,,,Positive,,1.00
Morocco,2008,47,ILI CASES,15TO24,,,Negative,,388.00
Morocco,2008,47,ILI CASES,15TO24,,,TOTAL,,389.00
Morocco,2008,47,ILI CASES,25TO59,,,Positive,,11.00
Morocco,2008,47,ILI CASES,25TO59,,,Negative,,491.00
Morocco,2008,47,ILI CASES,25TO59,,,TOTAL,,502.00
Morocco,2008,47,ILI CASES,60TO,,,Positive,,3.00
Morocco,2008,47,ILI CASES,60TO,,,Negative,,147.00
Morocco,2008,47,ILI CASES,60TO,,,TOTAL,,150.00
Morocco,2008,47,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,47,ILI CASES,UNKNOWN,,,,,
Morocco,2008,47,ILI CASES,ALL,,,,,1662.00
Morocco,2008,47,ILI CASES,ALL,,,,,
Morocco,2008,47,ILI OUTPATIENTS,ALL,,,,,119094.00
Morocco,2008,47,ARI OUTPATIENTS,ALL,,,,,15836.00
Morocco,2008,48,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,48,ILI CASES,0TO4,,,Negative,,286.00
Morocco,2008,48,ILI CASES,0TO4,,,TOTAL,,286.00
Morocco,2008,48,ILI CASES,0TO4,,,,,
Morocco,2008,48,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,48,ILI CASES,5TO14,,,Negative,,336.00
Morocco,2008,48,ILI CASES,5TO14,,,TOTAL,,336.00
Morocco,2008,48,ILI CASES,5TO14,,,,,
Morocco,2008,48,ILI CASES,15TO24,,,Positive,,2.00
Morocco,2008,48,ILI CASES,15TO24,,,Negative,,480.00
Morocco,2008,48,ILI CASES,15TO24,,,TOTAL,,482.00
Morocco,2008,48,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2008,48,ILI CASES,25TO59,,,Negative,,625.00
Morocco,2008,48,ILI CASES,25TO59,,,TOTAL,,626.00
Morocco,2008,48,ILI CASES,60TO,,,Positive,,1.00
Morocco,2008,48,ILI CASES,60TO,,,Negative,,171.00
Morocco,2008,48,ILI CASES,60TO,,,TOTAL,,172.00
Morocco,2008,48,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,48,ILI CASES,UNKNOWN,,,,,
Morocco,2008,48,ILI CASES,ALL,,,,,1902.00
Morocco,2008,48,ILI CASES,ALL,,,,,
Morocco,2008,48,ILI OUTPATIENTS,ALL,,,,,129205.00
Morocco,2008,48,ARI OUTPATIENTS,ALL,,,,,16713.00
Morocco,2008,49,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,49,ILI CASES,0TO4,,,Negative,,290.00
Morocco,2008,49,ILI CASES,0TO4,,,TOTAL,,290.00
Morocco,2008,49,ILI CASES,0TO4,,,,,
Morocco,2008,49,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,49,ILI CASES,5TO14,,,Negative,,372.00
Morocco,2008,49,ILI CASES,5TO14,,,TOTAL,,372.00
Morocco,2008,49,ILI CASES,5TO14,,,,,
Morocco,2008,49,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,49,ILI CASES,15TO24,,,Negative,,528.00
Morocco,2008,49,ILI CASES,15TO24,,,TOTAL,,528.00
Morocco,2008,49,ILI CASES,25TO59,,,Positive,,3.00
Morocco,2008,49,ILI CASES,25TO59,,,Negative,,601.00
Morocco,2008,49,ILI CASES,25TO59,,,TOTAL,,604.00
Morocco,2008,49,ILI CASES,60TO,,,Positive,,2.00
Morocco,2008,49,ILI CASES,60TO,,,Negative,,137.00
Morocco,2008,49,ILI CASES,60TO,,,TOTAL,,139.00
Morocco,2008,49,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,49,ILI CASES,UNKNOWN,,,,,
Morocco,2008,49,ILI CASES,ALL,,,,,1933.00
Morocco,2008,49,ILI CASES,ALL,,,,,
Morocco,2008,49,ILI OUTPATIENTS,ALL,,,,,119327.00
Morocco,2008,49,ARI OUTPATIENTS,ALL,,,,,17896.00
Morocco,2008,50,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,50,ILI CASES,0TO4,,,Negative,,199.00
Morocco,2008,50,ILI CASES,0TO4,,,TOTAL,,199.00
Morocco,2008,50,ILI CASES,0TO4,,,,,
Morocco,2008,50,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2008,50,ILI CASES,5TO14,,,Negative,,246.00
Morocco,2008,50,ILI CASES,5TO14,,,TOTAL,,246.00
Morocco,2008,50,ILI CASES,5TO14,,,,,
Morocco,2008,50,ILI CASES,15TO24,,,Positive,,1.00
Morocco,2008,50,ILI CASES,15TO24,,,Negative,,347.00
Morocco,2008,50,ILI CASES,15TO24,,,TOTAL,,348.00
Morocco,2008,50,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2008,50,ILI CASES,25TO59,,,Negative,,438.00
Morocco,2008,50,ILI CASES,25TO59,,,TOTAL,,439.00
Morocco,2008,50,ILI CASES,60TO,,,Positive,,1.00
Morocco,2008,50,ILI CASES,60TO,,,Negative,,88.00
Morocco,2008,50,ILI CASES,60TO,,,TOTAL,,89.00
Morocco,2008,50,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,50,ILI CASES,UNKNOWN,,,,,
Morocco,2008,50,ILI CASES,ALL,,,,,1321.00
Morocco,2008,50,ILI CASES,ALL,,,,,
Morocco,2008,50,ILI OUTPATIENTS,ALL,,,,,71447.00
Morocco,2008,50,ARI OUTPATIENTS,ALL,,,,,11092.00
Morocco,2008,51,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,51,ILI CASES,0TO4,,,Negative,,449.00
Morocco,2008,51,ILI CASES,0TO4,,,TOTAL,,449.00
Morocco,2008,51,ILI CASES,0TO4,,,,,
Morocco,2008,51,ILI CASES,5TO14,,,Positive,,2.00
Morocco,2008,51,ILI CASES,5TO14,,,Negative,,493.00
Morocco,2008,51,ILI CASES,5TO14,,,TOTAL,,495.00
Morocco,2008,51,ILI CASES,5TO14,,,,,
Morocco,2008,51,ILI CASES,15TO24,,,Positive,,2.00
Morocco,2008,51,ILI CASES,15TO24,,,Negative,,754.00
Morocco,2008,51,ILI CASES,15TO24,,,TOTAL,,756.00
Morocco,2008,51,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2008,51,ILI CASES,25TO59,,,Negative,,887.00
Morocco,2008,51,ILI CASES,25TO59,,,TOTAL,,888.00
Morocco,2008,51,ILI CASES,60TO,,,Positive,,2.00
Morocco,2008,51,ILI CASES,60TO,,,Negative,,195.00
Morocco,2008,51,ILI CASES,60TO,,,TOTAL,,197.00
Morocco,2008,51,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,51,ILI CASES,UNKNOWN,,,,,
Morocco,2008,51,ILI CASES,ALL,,,,,2785.00
Morocco,2008,51,ILI CASES,ALL,,,,,
Morocco,2008,51,ILI OUTPATIENTS,ALL,,,,,127939.00
Morocco,2008,51,ARI OUTPATIENTS,ALL,,,,,21709.00
Morocco,2008,52,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2008,52,ILI CASES,0TO4,,,Negative,,513.00
Morocco,2008,52,ILI CASES,0TO4,,,TOTAL,,513.00
Morocco,2008,52,ILI CASES,0TO4,,,,,
Morocco,2008,52,ILI CASES,5TO14,,,Positive,,1.00
Morocco,2008,52,ILI CASES,5TO14,,,Negative,,720.00
Morocco,2008,52,ILI CASES,5TO14,,,TOTAL,,721.00
Morocco,2008,52,ILI CASES,5TO14,,,,,
Morocco,2008,52,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2008,52,ILI CASES,15TO24,,,Negative,,976.00
Morocco,2008,52,ILI CASES,15TO24,,,TOTAL,,976.00
Morocco,2008,52,ILI CASES,25TO59,,,Positive,,13.00
Morocco,2008,52,ILI CASES,25TO59,,,Negative,,1048.00
Morocco,2008,52,ILI CASES,25TO59,,,TOTAL,,1061.00
Morocco,2008,52,ILI CASES,60TO,,,Positive,,0.00
Morocco,2008,52,ILI CASES,60TO,,,Negative,,260.00
Morocco,2008,52,ILI CASES,60TO,,,TOTAL,,260.00
Morocco,2008,52,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2008,52,ILI CASES,UNKNOWN,,,,,
Morocco,2008,52,ILI CASES,ALL,,,,,3531.00
Morocco,2008,52,ILI CASES,ALL,,,,,
Morocco,2008,52,ILI OUTPATIENTS,ALL,,,,,138547.00
Morocco,2008,52,ARI OUTPATIENTS,ALL,,,,,24210.00
Morocco,2009,1,ILI CASES,0TO4,,,Positive,,26.00
Morocco,2009,1,ILI CASES,0TO4,,,Negative,,340.00
Morocco,2009,1,ILI CASES,0TO4,,,TOTAL,,366.00
Morocco,2009,1,ILI CASES,0TO4,,,,,
Morocco,2009,1,ILI CASES,5TO14,,,Positive,,53.00
Morocco,2009,1,ILI CASES,5TO14,,,Negative,,461.00
Morocco,2009,1,ILI CASES,5TO14,,,TOTAL,,514.00
Morocco,2009,1,ILI CASES,5TO14,,,,,
Morocco,2009,1,ILI CASES,15TO24,,,Positive,,92.00
Morocco,2009,1,ILI CASES,15TO24,,,Negative,,631.00
Morocco,2009,1,ILI CASES,15TO24,,,TOTAL,,723.00
Morocco,2009,1,ILI CASES,25TO59,,,Positive,,153.00
Morocco,2009,1,ILI CASES,25TO59,,,Negative,,581.00
Morocco,2009,1,ILI CASES,25TO59,,,TOTAL,,734.00
Morocco,2009,1,ILI CASES,60TO,,,Positive,,39.00
Morocco,2009,1,ILI CASES,60TO,,,Negative,,153.00
Morocco,2009,1,ILI CASES,60TO,,,TOTAL,,192.00
Morocco,2009,1,ILI CASES,UNKNOWN,,,,,26.00
Morocco,2009,1,ILI CASES,UNKNOWN,,,,,
Morocco,2009,1,ILI CASES,ALL,,,,,2202.00
Morocco,2009,1,ILI CASES,ALL,,,,,
Morocco,2009,1,ILI OUTPATIENTS,ALL,,,,,95057.00
Morocco,2009,1,ARI OUTPATIENTS,ALL,,,,,14255.00
Morocco,2009,2,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2009,2,ILI CASES,0TO4,,,Negative,,502.00
Morocco,2009,2,ILI CASES,0TO4,,,TOTAL,,502.00
Morocco,2009,2,ILI CASES,0TO4,,,,,
Morocco,2009,2,ILI CASES,5TO14,,,Positive,,1.00
Morocco,2009,2,ILI CASES,5TO14,,,Negative,,649.00
Morocco,2009,2,ILI CASES,5TO14,,,TOTAL,,650.00
Morocco,2009,2,ILI CASES,5TO14,,,,,
Morocco,2009,2,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2009,2,ILI CASES,15TO24,,,Negative,,1067.00
Morocco,2009,2,ILI CASES,15TO24,,,TOTAL,,1067.00
Morocco,2009,2,ILI CASES,25TO59,,,Positive,,0.00
Morocco,2009,2,ILI CASES,25TO59,,,Negative,,941.00
Morocco,2009,2,ILI CASES,25TO59,,,TOTAL,,941.00
Morocco,2009,2,ILI CASES,60TO,,,Positive,,0.00
Morocco,2009,2,ILI CASES,60TO,,,Negative,,247.00
Morocco,2009,2,ILI CASES,60TO,,,TOTAL,,247.00
Morocco,2009,2,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2009,2,ILI CASES,UNKNOWN,,,,,
Morocco,2009,2,ILI CASES,ALL,,,,,3407.00
Morocco,2009,2,ILI CASES,ALL,,,,,
Morocco,2009,2,ILI OUTPATIENTS,ALL,,,,,129968.00
Morocco,2009,2,ARI OUTPATIENTS,ALL,,,,,25727.00
Morocco,2009,3,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2009,3,ILI CASES,0TO4,,,Negative,,500.00
Morocco,2009,3,ILI CASES,0TO4,,,TOTAL,,500.00
Morocco,2009,3,ILI CASES,0TO4,,,,,
Morocco,2009,3,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2009,3,ILI CASES,5TO14,,,Negative,,710.00
Morocco,2009,3,ILI CASES,5TO14,,,TOTAL,,710.00
Morocco,2009,3,ILI CASES,5TO14,,,,,
Morocco,2009,3,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2009,3,ILI CASES,15TO24,,,Negative,,922.00
Morocco,2009,3,ILI CASES,15TO24,,,TOTAL,,922.00
Morocco,2009,3,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2009,3,ILI CASES,25TO59,,,Negative,,1087.00
