COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Morocco,2006,36,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,36,ILI CASES,0TO4,,,Negative,,124.00
Morocco,2006,36,ILI CASES,0TO4,,,TOTAL,,124.00
Morocco,2006,36,ILI CASES,0TO4,,,,,
Morocco,2006,36,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,36,ILI CASES,5TO14,,,Negative,,100.00
Morocco,2006,36,ILI CASES,5TO14,,,TOTAL,,100.00
Morocco,2006,36,ILI CASES,5TO14,,,,,
Morocco,2006,36,ILI CASES,15TO24,,,Positive,,1.00
Morocco,2006,36,ILI CASES,15TO24,,,Negative,,176.00
Morocco,2006,36,ILI CASES,15TO24,,,TOTAL,,177.00
Morocco,2006,36,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2006,36,ILI CASES,25TO59,,,Negative,,243.00
Morocco,2006,36,ILI CASES,25TO59,,,TOTAL,,244.00
Morocco,2006,36,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,36,ILI CASES,60TO,,,Negative,,66.00
Morocco,2006,36,ILI CASES,60TO,,,TOTAL,,66.00
Morocco,2006,36,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,36,ILI CASES,UNKNOWN,,,,,
Morocco,2006,36,ILI CASES,ALL,,,,,711.00
Morocco,2006,36,ILI CASES,ALL,,,,,
Morocco,2006,36,ILI OUTPATIENTS,ALL,,,,,109124.00
Morocco,2006,36,ARI OUTPATIENTS,ALL,,,,,9708.00
Morocco,2006,37,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,37,ILI CASES,0TO4,,,Negative,,137.00
Morocco,2006,37,ILI CASES,0TO4,,,TOTAL,,137.00
Morocco,2006,37,ILI CASES,0TO4,,,,,
Morocco,2006,37,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,37,ILI CASES,5TO14,,,Negative,,108.00
Morocco,2006,37,ILI CASES,5TO14,,,TOTAL,,108.00
Morocco,2006,37,ILI CASES,5TO14,,,,,
Morocco,2006,37,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,37,ILI CASES,15TO24,,,Negative,,166.00
Morocco,2006,37,ILI CASES,15TO24,,,TOTAL,,166.00
Morocco,2006,37,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2006,37,ILI CASES,25TO59,,,Negative,,233.00
Morocco,2006,37,ILI CASES,25TO59,,,TOTAL,,234.00
Morocco,2006,37,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,37,ILI CASES,60TO,,,Negative,,58.00
Morocco,2006,37,ILI CASES,60TO,,,TOTAL,,58.00
Morocco,2006,37,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,37,ILI CASES,UNKNOWN,,,,,
Morocco,2006,37,ILI CASES,ALL,,,,,703.00
Morocco,2006,37,ILI CASES,ALL,,,,,
Morocco,2006,37,ILI OUTPATIENTS,ALL,,,,,119634.00
Morocco,2006,37,ARI OUTPATIENTS,ALL,,,,,10601.00
Morocco,2006,38,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,38,ILI CASES,0TO4,,,Negative,,153.00
Morocco,2006,38,ILI CASES,0TO4,,,TOTAL,,153.00
Morocco,2006,38,ILI CASES,0TO4,,,,,
Morocco,2006,38,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,38,ILI CASES,5TO14,,,Negative,,113.00
Morocco,2006,38,ILI CASES,5TO14,,,TOTAL,,113.00
Morocco,2006,38,ILI CASES,5TO14,,,,,
Morocco,2006,38,ILI CASES,15TO24,,,Positive,,1.00
Morocco,2006,38,ILI CASES,15TO24,,,Negative,,183.00
Morocco,2006,38,ILI CASES,15TO24,,,TOTAL,,184.00
Morocco,2006,38,ILI CASES,25TO59,,,Positive,,2.00
Morocco,2006,38,ILI CASES,25TO59,,,Negative,,246.00
Morocco,2006,38,ILI CASES,25TO59,,,TOTAL,,248.00
Morocco,2006,38,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,38,ILI CASES,60TO,,,Negative,,60.00
Morocco,2006,38,ILI CASES,60TO,,,TOTAL,,60.00
Morocco,2006,38,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,38,ILI CASES,UNKNOWN,,,,,
Morocco,2006,38,ILI CASES,ALL,,,,,758.00
Morocco,2006,38,ILI CASES,ALL,,,,,
Morocco,2006,38,ILI OUTPATIENTS,ALL,,,,,121087.00
Morocco,2006,38,ARI OUTPATIENTS,ALL,,,,,10850.00
Morocco,2006,39,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,39,ILI CASES,0TO4,,,Negative,,189.00
Morocco,2006,39,ILI CASES,0TO4,,,TOTAL,,189.00
Morocco,2006,39,ILI CASES,0TO4,,,,,
Morocco,2006,39,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,39,ILI CASES,5TO14,,,Negative,,164.00
Morocco,2006,39,ILI CASES,5TO14,,,TOTAL,,164.00
Morocco,2006,39,ILI CASES,5TO14,,,,,
Morocco,2006,39,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,39,ILI CASES,15TO24,,,Negative,,239.00
Morocco,2006,39,ILI CASES,15TO24,,,TOTAL,,239.00
Morocco,2006,39,ILI CASES,25TO59,,,Positive,,0.00
Morocco,2006,39,ILI CASES,25TO59,,,Negative,,338.00
Morocco,2006,39,ILI CASES,25TO59,,,TOTAL,,338.00
Morocco,2006,39,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,39,ILI CASES,60TO,,,Negative,,90.00
Morocco,2006,39,ILI CASES,60TO,,,TOTAL,,90.00
Morocco,2006,39,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,39,ILI CASES,UNKNOWN,,,,,
Morocco,2006,39,ILI CASES,ALL,,,,,1020.00
Morocco,2006,39,ILI CASES,ALL,,,,,
Morocco,2006,39,ILI OUTPATIENTS,ALL,,,,,128465.00
Morocco,2006,39,ARI OUTPATIENTS,ALL,,,,,11140.00
Morocco,2006,40,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,40,ILI CASES,0TO4,,,Negative,,223.00
Morocco,2006,40,ILI CASES,0TO4,,,TOTAL,,223.00
Morocco,2006,40,ILI CASES,0TO4,,,,,
Morocco,2006,40,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,40,ILI CASES,5TO14,,,Negative,,175.00
Morocco,2006,40,ILI CASES,5TO14,,,TOTAL,,175.00
Morocco,2006,40,ILI CASES,5TO14,,,,,
Morocco,2006,40,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,40,ILI CASES,15TO24,,,Negative,,288.00
Morocco,2006,40,ILI CASES,15TO24,,,TOTAL,,288.00
Morocco,2006,40,ILI CASES,25TO59,,,Positive,,3.00
Morocco,2006,40,ILI CASES,25TO59,,,Negative,,414.00
Morocco,2006,40,ILI CASES,25TO59,,,TOTAL,,417.00
Morocco,2006,40,ILI CASES,60TO,,,Positive,,1.00
Morocco,2006,40,ILI CASES,60TO,,,Negative,,103.00
Morocco,2006,40,ILI CASES,60TO,,,TOTAL,,104.00
Morocco,2006,40,ILI CASES,UNKNOWN,,,,,6.00
Morocco,2006,40,ILI CASES,UNKNOWN,,,,,
Morocco,2006,40,ILI CASES,ALL,,,,,1213.00
Morocco,2006,40,ILI CASES,ALL,,,,,
Morocco,2006,40,ILI OUTPATIENTS,ALL,,,,,128718.00
Morocco,2006,40,ARI OUTPATIENTS,ALL,,,,,13041.00
Morocco,2006,41,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,41,ILI CASES,0TO4,,,Negative,,234.00
Morocco,2006,41,ILI CASES,0TO4,,,TOTAL,,234.00
Morocco,2006,41,ILI CASES,0TO4,,,,,
Morocco,2006,41,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,41,ILI CASES,5TO14,,,Negative,,225.00
Morocco,2006,41,ILI CASES,5TO14,,,TOTAL,,225.00
Morocco,2006,41,ILI CASES,5TO14,,,,,
Morocco,2006,41,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,41,ILI CASES,15TO24,,,Negative,,356.00
Morocco,2006,41,ILI CASES,15TO24,,,TOTAL,,356.00
Morocco,2006,41,ILI CASES,25TO59,,,Positive,,2.00
Morocco,2006,41,ILI CASES,25TO59,,,Negative,,440.00
Morocco,2006,41,ILI CASES,25TO59,,,TOTAL,,442.00
Morocco,2006,41,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,41,ILI CASES,60TO,,,Negative,,105.00
Morocco,2006,41,ILI CASES,60TO,,,TOTAL,,105.00
Morocco,2006,41,ILI CASES,UNKNOWN,,,,,2.00
Morocco,2006,41,ILI CASES,UNKNOWN,,,,,
Morocco,2006,41,ILI CASES,ALL,,,,,1364.00
Morocco,2006,41,ILI CASES,ALL,,,,,
Morocco,2006,41,ILI OUTPATIENTS,ALL,,,,,133771.00
Morocco,2006,41,ARI OUTPATIENTS,ALL,,,,,16066.00
Morocco,2006,42,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,42,ILI CASES,0TO4,,,Negative,,227.00
Morocco,2006,42,ILI CASES,0TO4,,,TOTAL,,227.00
Morocco,2006,42,ILI CASES,0TO4,,,,,
Morocco,2006,42,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,42,ILI CASES,5TO14,,,Negative,,271.00
Morocco,2006,42,ILI CASES,5TO14,,,TOTAL,,271.00
Morocco,2006,42,ILI CASES,5TO14,,,,,
Morocco,2006,42,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,42,ILI CASES,15TO24,,,Negative,,457.00
Morocco,2006,42,ILI CASES,15TO24,,,TOTAL,,457.00
Morocco,2006,42,ILI CASES,25TO59,,,Positive,,2.00
Morocco,2006,42,ILI CASES,25TO59,,,Negative,,501.00
Morocco,2006,42,ILI CASES,25TO59,,,TOTAL,,503.00
Morocco,2006,42,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,42,ILI CASES,60TO,,,Negative,,135.00
Morocco,2006,42,ILI CASES,60TO,,,TOTAL,,135.00
Morocco,2006,42,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,42,ILI CASES,UNKNOWN,,,,,
Morocco,2006,42,ILI CASES,ALL,,,,,1593.00
Morocco,2006,42,ILI CASES,ALL,,,,,
Morocco,2006,42,ILI OUTPATIENTS,ALL,,,,,134955.00
Morocco,2006,42,ARI OUTPATIENTS,ALL,,,,,15660.00
Morocco,2006,43,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,43,ILI CASES,0TO4,,,Negative,,212.00
Morocco,2006,43,ILI CASES,0TO4,,,TOTAL,,212.00
Morocco,2006,43,ILI CASES,0TO4,,,,,
Morocco,2006,43,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,43,ILI CASES,5TO14,,,Negative,,307.00
Morocco,2006,43,ILI CASES,5TO14,,,TOTAL,,307.00
Morocco,2006,43,ILI CASES,5TO14,,,,,
Morocco,2006,43,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,43,ILI CASES,15TO24,,,Negative,,392.00
Morocco,2006,43,ILI CASES,15TO24,,,TOTAL,,392.00
Morocco,2006,43,ILI CASES,25TO59,,,Positive,,0.00
Morocco,2006,43,ILI CASES,25TO59,,,Negative,,494.00
Morocco,2006,43,ILI CASES,25TO59,,,TOTAL,,494.00
Morocco,2006,43,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,43,ILI CASES,60TO,,,Negative,,125.00
Morocco,2006,43,ILI CASES,60TO,,,TOTAL,,125.00
Morocco,2006,43,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,43,ILI CASES,UNKNOWN,,,,,
Morocco,2006,43,ILI CASES,ALL,,,,,1530.00
Morocco,2006,43,ILI CASES,ALL,,,,,
Morocco,2006,43,ILI OUTPATIENTS,ALL,,,,,121940.00
Morocco,2006,43,ARI OUTPATIENTS,ALL,,,,,14329.00
Morocco,2006,44,ILI CASES,0TO4,,,Positive,,3.00
Morocco,2006,44,ILI CASES,0TO4,,,Negative,,170.00
Morocco,2006,44,ILI CASES,0TO4,,,TOTAL,,173.00
Morocco,2006,44,ILI CASES,0TO4,,,,,
Morocco,2006,44,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,44,ILI CASES,5TO14,,,Negative,,193.00
Morocco,2006,44,ILI CASES,5TO14,,,TOTAL,,193.00
Morocco,2006,44,ILI CASES,5TO14,,,,,
Morocco,2006,44,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,44,ILI CASES,15TO24,,,Negative,,255.00
Morocco,2006,44,ILI CASES,15TO24,,,TOTAL,,255.00
Morocco,2006,44,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2006,44,ILI CASES,25TO59,,,Negative,,351.00
Morocco,2006,44,ILI CASES,25TO59,,,TOTAL,,352.00
Morocco,2006,44,ILI CASES,60TO,,,Positive,,3.00
Morocco,2006,44,ILI CASES,60TO,,,Negative,,81.00
Morocco,2006,44,ILI CASES,60TO,,,TOTAL,,84.00
Morocco,2006,44,ILI CASES,UNKNOWN,,,,,3.00
Morocco,2006,44,ILI CASES,UNKNOWN,,,,,
Morocco,2006,44,ILI CASES,ALL,,,,,1060.00
Morocco,2006,44,ILI CASES,ALL,,,,,
Morocco,2006,44,ILI OUTPATIENTS,ALL,,,,,86246.00
Morocco,2006,44,ARI OUTPATIENTS,ALL,,,,,9862.00
Morocco,2006,45,ILI CASES,0TO4,,,Positive,,1.00
Morocco,2006,45,ILI CASES,0TO4,,,Negative,,262.00
Morocco,2006,45,ILI CASES,0TO4,,,TOTAL,,263.00
Morocco,2006,45,ILI CASES,0TO4,,,,,
Morocco,2006,45,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,45,ILI CASES,5TO14,,,Negative,,280.00
Morocco,2006,45,ILI CASES,5TO14,,,TOTAL,,280.00
Morocco,2006,45,ILI CASES,5TO14,,,,,
Morocco,2006,45,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,45,ILI CASES,15TO24,,,Negative,,471.00
Morocco,2006,45,ILI CASES,15TO24,,,TOTAL,,471.00
Morocco,2006,45,ILI CASES,25TO59,,,Positive,,4.00
Morocco,2006,45,ILI CASES,25TO59,,,Negative,,517.00
Morocco,2006,45,ILI CASES,25TO59,,,TOTAL,,521.00
Morocco,2006,45,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,45,ILI CASES,60TO,,,Negative,,115.00
Morocco,2006,45,ILI CASES,60TO,,,TOTAL,,115.00
Morocco,2006,45,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,45,ILI CASES,UNKNOWN,,,,,
Morocco,2006,45,ILI CASES,ALL,,,,,1648.00
Morocco,2006,45,ILI CASES,ALL,,,,,
Morocco,2006,45,ILI OUTPATIENTS,ALL,,,,,122829.00
Morocco,2006,45,ARI OUTPATIENTS,ALL,,,,,15151.00
Morocco,2006,46,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,46,ILI CASES,0TO4,,,Negative,,214.00
Morocco,2006,46,ILI CASES,0TO4,,,TOTAL,,214.00
Morocco,2006,46,ILI CASES,0TO4,,,,,
Morocco,2006,46,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,46,ILI CASES,5TO14,,,Negative,,278.00
Morocco,2006,46,ILI CASES,5TO14,,,TOTAL,,278.00
Morocco,2006,46,ILI CASES,5TO14,,,,,
Morocco,2006,46,ILI CASES,15TO24,,,Positive,,2.00
Morocco,2006,46,ILI CASES,15TO24,,,Negative,,436.00
Morocco,2006,46,ILI CASES,15TO24,,,TOTAL,,438.00
Morocco,2006,46,ILI CASES,25TO59,,,Positive,,8.00
Morocco,2006,46,ILI CASES,25TO59,,,Negative,,562.00
Morocco,2006,46,ILI CASES,25TO59,,,TOTAL,,570.00
Morocco,2006,46,ILI CASES,60TO,,,Positive,,8.00
Morocco,2006,46,ILI CASES,60TO,,,Negative,,112.00
Morocco,2006,46,ILI CASES,60TO,,,TOTAL,,120.00
Morocco,2006,46,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,46,ILI CASES,UNKNOWN,,,,,
Morocco,2006,46,ILI CASES,ALL,,,,,1620.00
Morocco,2006,46,ILI CASES,ALL,,,,,
Morocco,2006,46,ILI OUTPATIENTS,ALL,,,,,120351.00
Morocco,2006,46,ARI OUTPATIENTS,ALL,,,,,14456.00
Morocco,2006,47,ILI CASES,0TO4,,,Positive,,1.00
Morocco,2006,47,ILI CASES,0TO4,,,Negative,,309.00
Morocco,2006,47,ILI CASES,0TO4,,,TOTAL,,310.00
Morocco,2006,47,ILI CASES,0TO4,,,,,
Morocco,2006,47,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,47,ILI CASES,5TO14,,,Negative,,422.00
Morocco,2006,47,ILI CASES,5TO14,,,TOTAL,,422.00
Morocco,2006,47,ILI CASES,5TO14,,,,,
Morocco,2006,47,ILI CASES,15TO24,,,Positive,,1.00
Morocco,2006,47,ILI CASES,15TO24,,,Negative,,537.00
Morocco,2006,47,ILI CASES,15TO24,,,TOTAL,,538.00
Morocco,2006,47,ILI CASES,25TO59,,,Positive,,5.00
Morocco,2006,47,ILI CASES,25TO59,,,Negative,,786.00
Morocco,2006,47,ILI CASES,25TO59,,,TOTAL,,791.00
Morocco,2006,47,ILI CASES,60TO,,,Positive,,2.00
Morocco,2006,47,ILI CASES,60TO,,,Negative,,174.00
Morocco,2006,47,ILI CASES,60TO,,,TOTAL,,176.00
Morocco,2006,47,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,47,ILI CASES,UNKNOWN,,,,,
Morocco,2006,47,ILI CASES,ALL,,,,,2237.00
Morocco,2006,47,ILI CASES,ALL,,,,,
Morocco,2006,47,ILI OUTPATIENTS,ALL,,,,,135554.00
Morocco,2006,47,ARI OUTPATIENTS,ALL,,,,,17492.00
Morocco,2006,48,ILI CASES,0TO4,,,Positive,,1.00
Morocco,2006,48,ILI CASES,0TO4,,,Negative,,327.00
Morocco,2006,48,ILI CASES,0TO4,,,TOTAL,,328.00
Morocco,2006,48,ILI CASES,0TO4,,,,,
Morocco,2006,48,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,48,ILI CASES,5TO14,,,Negative,,467.00
Morocco,2006,48,ILI CASES,5TO14,,,TOTAL,,467.00
Morocco,2006,48,ILI CASES,5TO14,,,,,
Morocco,2006,48,ILI CASES,15TO24,,,Positive,,1.00
Morocco,2006,48,ILI CASES,15TO24,,,Negative,,727.00
Morocco,2006,48,ILI CASES,15TO24,,,TOTAL,,728.00
Morocco,2006,48,ILI CASES,25TO59,,,Positive,,7.00
Morocco,2006,48,ILI CASES,25TO59,,,Negative,,999.00
Morocco,2006,48,ILI CASES,25TO59,,,TOTAL,,1006.00
Morocco,2006,48,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,48,ILI CASES,60TO,,,Negative,,178.00
Morocco,2006,48,ILI CASES,60TO,,,TOTAL,,178.00
Morocco,2006,48,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,48,ILI CASES,UNKNOWN,,,,,
Morocco,2006,48,ILI CASES,ALL,,,,,2699.00
Morocco,2006,48,ILI CASES,ALL,,,,,
Morocco,2006,48,ILI OUTPATIENTS,ALL,,,,,140033.00
Morocco,2006,48,ARI OUTPATIENTS,ALL,,,,,20191.00
Morocco,2006,49,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,49,ILI CASES,0TO4,,,Negative,,421.00
Morocco,2006,49,ILI CASES,0TO4,,,TOTAL,,421.00
Morocco,2006,49,ILI CASES,0TO4,,,,,
Morocco,2006,49,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,49,ILI CASES,5TO14,,,Negative,,789.00
Morocco,2006,49,ILI CASES,5TO14,,,TOTAL,,789.00
Morocco,2006,49,ILI CASES,5TO14,,,,,
Morocco,2006,49,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,49,ILI CASES,15TO24,,,Negative,,1019.00
Morocco,2006,49,ILI CASES,15TO24,,,TOTAL,,1019.00
Morocco,2006,49,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2006,49,ILI CASES,25TO59,,,Negative,,1053.00
Morocco,2006,49,ILI CASES,25TO59,,,TOTAL,,1054.00
Morocco,2006,49,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,49,ILI CASES,60TO,,,Negative,,255.00
Morocco,2006,49,ILI CASES,60TO,,,TOTAL,,255.00
Morocco,2006,49,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,49,ILI CASES,UNKNOWN,,,,,
Morocco,2006,49,ILI CASES,ALL,,,,,3538.00
Morocco,2006,49,ILI CASES,ALL,,,,,
Morocco,2006,49,ILI OUTPATIENTS,ALL,,,,,146880.00
Morocco,2006,49,ARI OUTPATIENTS,ALL,,,,,23047.00
Morocco,2006,50,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,50,ILI CASES,0TO4,,,Negative,,625.00
Morocco,2006,50,ILI CASES,0TO4,,,TOTAL,,625.00
Morocco,2006,50,ILI CASES,0TO4,,,,,
Morocco,2006,50,ILI CASES,5TO14,,,Positive,,1.00
Morocco,2006,50,ILI CASES,5TO14,,,Negative,,956.00
Morocco,2006,50,ILI CASES,5TO14,,,TOTAL,,957.00
Morocco,2006,50,ILI CASES,5TO14,,,,,
Morocco,2006,50,ILI CASES,15TO24,,,Positive,,7.00
Morocco,2006,50,ILI CASES,15TO24,,,Negative,,1057.00
Morocco,2006,50,ILI CASES,15TO24,,,TOTAL,,1064.00
Morocco,2006,50,ILI CASES,25TO59,,,Positive,,4.00
Morocco,2006,50,ILI CASES,25TO59,,,Negative,,1232.00
Morocco,2006,50,ILI CASES,25TO59,,,TOTAL,,1236.00
Morocco,2006,50,ILI CASES,60TO,,,Positive,,5.00
Morocco,2006,50,ILI CASES,60TO,,,Negative,,327.00
Morocco,2006,50,ILI CASES,60TO,,,TOTAL,,332.00
Morocco,2006,50,ILI CASES,UNKNOWN,,,,,0.00
Morocco,2006,50,ILI CASES,UNKNOWN,,,,,
Morocco,2006,50,ILI CASES,ALL,,,,,4214.00
Morocco,2006,50,ILI CASES,ALL,,,,,
Morocco,2006,50,ILI OUTPATIENTS,ALL,,,,,143945.00
Morocco,2006,50,ARI OUTPATIENTS,ALL,,,,,24206.00
Morocco,2006,51,ILI CASES,0TO4,,,Positive,,0.00
Morocco,2006,51,ILI CASES,0TO4,,,Negative,,652.00
Morocco,2006,51,ILI CASES,0TO4,,,TOTAL,,652.00
Morocco,2006,51,ILI CASES,0TO4,,,,,
Morocco,2006,51,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2006,51,ILI CASES,5TO14,,,Negative,,880.00
Morocco,2006,51,ILI CASES,5TO14,,,TOTAL,,880.00
Morocco,2006,51,ILI CASES,5TO14,,,,,
Morocco,2006,51,ILI CASES,15TO24,,,Positive,,0.00
Morocco,2006,51,ILI CASES,15TO24,,,Negative,,1123.00
Morocco,2006,51,ILI CASES,15TO24,,,TOTAL,,1123.00
Morocco,2006,51,ILI CASES,25TO59,,,Positive,,4.00
Morocco,2006,51,ILI CASES,25TO59,,,Negative,,1119.00
Morocco,2006,51,ILI CASES,25TO59,,,TOTAL,,1123.00
Morocco,2006,51,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,51,ILI CASES,60TO,,,Negative,,219.00
Morocco,2006,51,ILI CASES,60TO,,,TOTAL,,219.00
Morocco,2006,51,ILI CASES,UNKNOWN,,,,,6.00
Morocco,2006,51,ILI CASES,UNKNOWN,,,,,
Morocco,2006,51,ILI CASES,ALL,,,,,4003.00
Morocco,2006,51,ILI CASES,ALL,,,,,
Morocco,2006,51,ILI OUTPATIENTS,ALL,,,,,129010.00
Morocco,2006,51,ARI OUTPATIENTS,ALL,,,,,22777.00
Morocco,2006,52,ILI CASES,0TO4,,,Positive,,4.00
Morocco,2006,52,ILI CASES,0TO4,,,Negative,,591.00
Morocco,2006,52,ILI CASES,0TO4,,,TOTAL,,595.00
Morocco,2006,52,ILI CASES,0TO4,,,,,
Morocco,2006,52,ILI CASES,5TO14,,,Positive,,4.00
Morocco,2006,52,ILI CASES,5TO14,,,Negative,,853.00
Morocco,2006,52,ILI CASES,5TO14,,,TOTAL,,857.00
Morocco,2006,52,ILI CASES,5TO14,,,,,
Morocco,2006,52,ILI CASES,15TO24,,,Positive,,3.00
Morocco,2006,52,ILI CASES,15TO24,,,Negative,,1178.00
Morocco,2006,52,ILI CASES,15TO24,,,TOTAL,,1181.00
Morocco,2006,52,ILI CASES,25TO59,,,Positive,,1.00
Morocco,2006,52,ILI CASES,25TO59,,,Negative,,1320.00
Morocco,2006,52,ILI CASES,25TO59,,,TOTAL,,1321.00
Morocco,2006,52,ILI CASES,60TO,,,Positive,,0.00
Morocco,2006,52,ILI CASES,60TO,,,Negative,,306.00
Morocco,2006,52,ILI CASES,60TO,,,TOTAL,,306.00
Morocco,2006,52,ILI CASES,UNKNOWN,,,,,1.00
Morocco,2006,52,ILI CASES,UNKNOWN,,,,,
Morocco,2006,52,ILI CASES,ALL,,,,,4261.00
Morocco,2006,52,ILI CASES,ALL,,,,,
Morocco,2006,52,ILI OUTPATIENTS,ALL,,,,,142492.00
Morocco,2006,52,ARI OUTPATIENTS,ALL,,,,,25306.00
Morocco,2007,1,ILI CASES,0TO4,,,Positive,,2.00
Morocco,2007,1,ILI CASES,0TO4,,,Negative,,941.00
Morocco,2007,1,ILI CASES,0TO4,,,TOTAL,,943.00
Morocco,2007,1,ILI CASES,0TO4,,,,,
Morocco,2007,1,ILI CASES,5TO14,,,Positive,,0.00
Morocco,2007,1,ILI CASES,5TO14,,,Negative,,1462.00
Morocco,2007,1,ILI CASES,5TO14,,,TOTAL,,1462.00
Morocco,2007,1,ILI CASES,5TO14,,,,,
Morocco,2007,1,ILI CASES,15TO24,,,Positive,,1.00
Morocco,2007,1,ILI CASES,15TO24,,,Negative,,1805.00
Morocco,2007,1,ILI CASES,15TO24,,,TOTAL,,1806.00
Morocco,2007,1,ILI CASES,25TO59,,,Positive,,12.00
Morocco,2007,1,ILI CASES,25TO59,,,Negative,,2227.00
Morocco,2007,1,ILI CASES,25TO59,,,TOTAL,,2239.00
Morocco,2007,1,ILI CASES,60TO,,,Positive,,2.00
Morocco,2007,1,ILI CASES,60TO,,,Negative,,536.00
Morocco,2007,1,ILI CASES,60TO,,,TOTAL,,538.00
Morocco,2007,1,ILI CASES,UNKNOWN,,,,,4812.00
Morocco,2007,1,ILI CASES,UNKNOWN,,,,,
Morocco,2007,1,ILI CASES,ALL,,,,,6988.00
Morocco,2007,1,ILI CASES,ALL,,,,,
Morocco,2007,1,ILI OUTPATIENTS,ALL,,,,,197289.00
Morocco,2007,1,ARI OUTPATIENTS,ALL,,,,,37441.00
Morocco,2007,2,ILI CASES,0TO4,,,Positive,,1.00
Morocco,2007,2,ILI CASES,0TO4,,,Negative,,625.00
Morocco,2007,2,ILI CASES,0TO4,,,TOTAL,,626.00
Morocco,2007,2,ILI CASES,0TO4,,,,,
Morocco,2007,2,ILI CASES,5TO14,,,Positive,,8.00
Morocco,2007,2,ILI CASES,5TO14,,,Negative,,675.00
Morocco,2007,2,ILI CASES,5TO14,,,TOTAL,,683.00
Morocco,2007,2,ILI CASES,5TO14,,,,,
Morocco,2007,2,ILI CASES,15TO24,,,Positive,,2.00
Morocco,2007,2,ILI CASES,15TO24,,,Negative,,963.00
Morocco,2007,2,ILI CASES,15TO24,,,TOTAL,,965.00
Morocco,2007,2,ILI CASES,25TO59,,,Positive,,2.00
Morocco,2007,2,ILI CASES,25TO59,,,Negative,,1210.00
